startTime,endTime,temperature,shortForecast
2026-07-06 07:00:00-04:00,2026-07-06 08:00:00-04:00,73,Rain Showers Likely
2026-07-06 08:00:00-04:00,2026-07-06 09:00:00-04:00,74,Rain Showers Likely
2026-07-06 09:00:00-04:00,2026-07-06 10:00:00-04:00,75,Rain Showers Likely
2026-07-06 10:00:00-04:00,2026-07-06 11:00:00-04:00,75,Rain Showers Likely
2026-07-06 11:00:00-04:00,2026-07-06 12:00:00-04:00,76,Rain Showers Likely
2026-07-06 12:00:00-04:00,2026-07-06 13:00:00-04:00,77,Rain Showers Likely
2026-07-06 13:00:00-04:00,2026-07-06 14:00:00-04:00,77,Rain Showers Likely
2026-07-06 14:00:00-04:00,2026-07-06 15:00:00-04:00,78,Showers And Thunderstorms Likely
2026-07-06 15:00:00-04:00,2026-07-06 16:00:00-04:00,78,Showers And Thunderstorms Likely
2026-07-06 16:00:00-04:00,2026-07-06 17:00:00-04:00,78,Showers And Thunderstorms Likely
2026-07-06 17:00:00-04:00,2026-07-06 18:00:00-04:00,78,Showers And Thunderstorms Likely
2026-07-06 18:00:00-04:00,2026-07-06 19:00:00-04:00,77,Showers And Thunderstorms Likely
2026-07-06 19:00:00-04:00,2026-07-06 20:00:00-04:00,76,Showers And Thunderstorms Likely
2026-07-06 20:00:00-04:00,2026-07-06 21:00:00-04:00,75,Showers And Thunderstorms Likely
2026-07-06 21:00:00-04:00,2026-07-06 22:00:00-04:00,74,Showers And Thunderstorms Likely
2026-07-06 22:00:00-04:00,2026-07-06 23:00:00-04:00,74,Showers And Thunderstorms Likely
2026-07-06 23:00:00-04:00,2026-07-07 00:00:00-04:00,73,Showers And Thunderstorms Likely
2026-07-07 00:00:00-04:00,2026-07-07 01:00:00-04:00,73,Showers And Thunderstorms Likely
2026-07-07 01:00:00-04:00,2026-07-07 02:00:00-04:00,72,Showers And Thunderstorms Likely
2026-07-07 02:00:00-04:00,2026-07-07 03:00:00-04:00,72,Rain Showers Likely
2026-07-07 03:00:00-04:00,2026-07-07 04:00:00-04:00,71,Rain Showers Likely
2026-07-07 04:00:00-04:00,2026-07-07 05:00:00-04:00,70,Rain Showers Likely
2026-07-07 05:00:00-04:00,2026-07-07 06:00:00-04:00,70,Rain Showers Likely
2026-07-07 06:00:00-04:00,2026-07-07 07:00:00-04:00,70,Rain Showers Likely
2026-07-07 07:00:00-04:00,2026-07-07 08:00:00-04:00,70,Rain Showers Likely
2026-07-07 08:00:00-04:00,2026-07-07 09:00:00-04:00,71,Chance Rain Showers
2026-07-07 09:00:00-04:00,2026-07-07 10:00:00-04:00,73,Chance Rain Showers
2026-07-07 10:00:00-04:00,2026-07-07 11:00:00-04:00,74,Chance Rain Showers
2026-07-07 11:00:00-04:00,2026-07-07 12:00:00-04:00,76,Chance Rain Showers
2026-07-07 12:00:00-04:00,2026-07-07 13:00:00-04:00,77,Chance Rain Showers
2026-07-07 13:00:00-04:00,2026-07-07 14:00:00-04:00,77,Chance Rain Showers
2026-07-07 14:00:00-04:00,2026-07-07 15:00:00-04:00,78,Slight Chance Showers And Thunderstorms
2026-07-07 15:00:00-04:00,2026-07-07 16:00:00-04:00,78,Slight Chance Showers And Thunderstorms
2026-07-07 16:00:00-04:00,2026-07-07 17:00:00-04:00,78,Slight Chance Showers And Thunderstorms
2026-07-07 17:00:00-04:00,2026-07-07 18:00:00-04:00,78,Slight Chance Showers And Thunderstorms
2026-07-07 18:00:00-04:00,2026-07-07 19:00:00-04:00,78,Slight Chance Showers And Thunderstorms
2026-07-07 19:00:00-04:00,2026-07-07 20:00:00-04:00,78,Slight Chance Showers And Thunderstorms
2026-07-07 20:00:00-04:00,2026-07-07 21:00:00-04:00,76,Slight Chance Rain Showers
2026-07-07 21:00:00-04:00,2026-07-07 22:00:00-04:00,75,Slight Chance Rain Showers
2026-07-07 22:00:00-04:00,2026-07-07 23:00:00-04:00,75,Slight Chance Rain Showers
2026-07-07 23:00:00-04:00,2026-07-08 00:00:00-04:00,74,Slight Chance Rain Showers
2026-07-08 00:00:00-04:00,2026-07-08 01:00:00-04:00,73,Slight Chance Rain Showers
2026-07-08 01:00:00-04:00,2026-07-08 02:00:00-04:00,73,Slight Chance Rain Showers
2026-07-08 02:00:00-04:00,2026-07-08 03:00:00-04:00,72,Slight Chance Rain Showers
2026-07-08 03:00:00-04:00,2026-07-08 04:00:00-04:00,71,Slight Chance Rain Showers
2026-07-08 04:00:00-04:00,2026-07-08 05:00:00-04:00,70,Slight Chance Rain Showers
2026-07-08 05:00:00-04:00,2026-07-08 06:00:00-04:00,70,Slight Chance Rain Showers
2026-07-08 06:00:00-04:00,2026-07-08 07:00:00-04:00,70,Slight Chance Rain Showers
2026-07-08 07:00:00-04:00,2026-07-08 08:00:00-04:00,71,Slight Chance Rain Showers
2026-07-08 08:00:00-04:00,2026-07-08 09:00:00-04:00,72,Mostly Sunny
2026-07-08 09:00:00-04:00,2026-07-08 10:00:00-04:00,74,Mostly Sunny
2026-07-08 10:00:00-04:00,2026-07-08 11:00:00-04:00,76,Mostly Sunny
2026-07-08 11:00:00-04:00,2026-07-08 12:00:00-04:00,78,Mostly Sunny
2026-07-08 12:00:00-04:00,2026-07-08 13:00:00-04:00,79,Mostly Sunny
2026-07-08 13:00:00-04:00,2026-07-08 14:00:00-04:00,80,Mostly Sunny
2026-07-08 14:00:00-04:00,2026-07-08 15:00:00-04:00,80,Mostly Sunny
2026-07-08 15:00:00-04:00,2026-07-08 16:00:00-04:00,80,Mostly Sunny
2026-07-08 16:00:00-04:00,2026-07-08 17:00:00-04:00,80,Mostly Sunny
2026-07-08 17:00:00-04:00,2026-07-08 18:00:00-04:00,80,Mostly Sunny
2026-07-08 18:00:00-04:00,2026-07-08 19:00:00-04:00,80,Partly Cloudy
2026-07-08 19:00:00-04:00,2026-07-08 20:00:00-04:00,80,Partly Cloudy
2026-07-08 20:00:00-04:00,2026-07-08 21:00:00-04:00,79,Partly Cloudy
2026-07-08 21:00:00-04:00,2026-07-08 22:00:00-04:00,78,Partly Cloudy
2026-07-08 22:00:00-04:00,2026-07-08 23:00:00-04:00,77,Partly Cloudy
2026-07-08 23:00:00-04:00,2026-07-09 00:00:00-04:00,76,Partly Cloudy
2026-07-09 00:00:00-04:00,2026-07-09 01:00:00-04:00,75,Partly Cloudy
2026-07-09 01:00:00-04:00,2026-07-09 02:00:00-04:00,75,Partly Cloudy
2026-07-09 02:00:00-04:00,2026-07-09 03:00:00-04:00,74,Partly Cloudy
