routeId,weather_start,weather_category,total_alerts
SIR,2015-11-19 11:00:00+00:00,Cloudy/Other,1
SIR,2016-01-23 10:00:00+00:00,Snow,1
SIR,2016-01-23 13:00:00+00:00,Snow,1
SIR,2016-01-23 17:00:00+00:00,Snow,1
SIR,2016-01-25 07:00:00+00:00,Clear,1
SIR,2016-02-05 08:00:00+00:00,Snow,1
SIR,2016-09-03 20:00:00+00:00,Cloudy/Other,1
SIR,2016-10-21 09:00:00+00:00,Cloudy/Other,1
SIR,2016-10-24 04:00:00+00:00,Clear,1
SIR,2017-02-09 09:00:00+00:00,Snow,2
SIR,2017-02-10 08:00:00+00:00,Clear,1
SIR,2017-03-14 02:00:00+00:00,Cloudy/Other,2
SIR,2017-05-05 13:00:00+00:00,Rain,1
SIR,2017-08-18 20:00:00+00:00,Rain,1
SIR,2017-10-29 22:00:00+00:00,Rain,1
SIR,2017-11-06 09:00:00+00:00,Rain,1
SIR,2017-12-14 01:00:00+00:00,Cloudy/Other,1
SIR,2018-01-04 07:00:00+00:00,Snow,1
SIR,2018-01-04 12:00:00+00:00,Snow,1
SIR,2018-01-04 16:00:00+00:00,Snow,1
SIR,2018-03-02 15:00:00+00:00,Snow,1
SIR,2018-03-21 12:00:00+00:00,Snow,1
SIR,2018-04-16 09:00:00+00:00,Rain,1
SIR,2018-06-18 19:00:00+00:00,Cloudy/Other,1
SIR,2018-07-27 20:00:00+00:00,Clear,1
SIR,2018-10-13 07:00:00+00:00,Cloudy/Other,1
SIR,2018-11-25 01:00:00+00:00,Rain,1
SIR,2019-02-12 10:00:00+00:00,Rain,1
SIR,2019-07-17 23:00:00+00:00,Cloudy/Other,1
SIR,2019-07-22 20:00:00+00:00,Rain,1
SIR,2019-08-07 18:00:00+00:00,Cloudy/Other,1
SIR,2019-10-07 23:00:00+00:00,Rain,1
SIR,2019-10-09 12:00:00+00:00,Rain,1
SIR,2019-10-16 15:00:00+00:00,Rain,1
SIR,2019-10-22 18:00:00+00:00,Cloudy/Other,1
SIR,2019-10-27 07:00:00+00:00,Cloudy/Other,1
SIR,2019-10-31 19:00:00+00:00,Rain,1
SIR,2019-11-05 04:00:00+00:00,Clear,1
SIR,2019-11-07 18:00:00+00:00,Cloudy/Other,1
SIR,2019-11-12 19:00:00+00:00,Snow,1
SIR,2019-11-22 19:00:00+00:00,Rain,1
SIR,2019-11-23 21:00:00+00:00,Cloudy/Other,1
SIR,2019-12-02 08:00:00+00:00,Rain,1
SIR,2019-12-06 16:00:00+00:00,Cloudy/Other,1
SIR,2019-12-13 16:00:00+00:00,Cloudy/Other,1
SIR,2019-12-16 19:00:00+00:00,Cloudy/Other,2
W,2017-02-09 09:00:00+00:00,Snow,2
W,2017-03-14 02:00:00+00:00,Cloudy/Other,2
W,2017-03-14 05:00:00+00:00,Snow,1
W,2018-01-03 20:00:00+00:00,Clear,3
W,2018-01-04 12:00:00+00:00,Snow,1
W,2018-03-21 17:00:00+00:00,Snow,1
W,2019-02-12 10:00:00+00:00,Rain,1
W,2019-12-17 09:00:00+00:00,Rain,1
Z,2015-01-27 09:00:00+00:00,Snow,1
Z,2017-02-09 09:00:00+00:00,Snow,2
Z,2017-03-14 02:00:00+00:00,Cloudy/Other,2
Z,2018-01-03 20:00:00+00:00,Clear,2
Z,2018-01-04 12:00:00+00:00,Snow,1
Z,2019-02-12 10:00:00+00:00,Rain,1
